reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,score_category
273723c1-1534-4214-bc6f-d97b89d14ef0,lathifah sumaiyah,https://play-lh.googleusercontent.com/a-/ALV-UjXIJm0EWpsl6iZGz8RNyVxVNcntjnQzPH7UQz9ZEbcaxjxOI3Y,"Pas pencarian okey senyaman itu Tapi pas check out dipersulit. Bahkan sudah check out dan pihak kos bantu konfirmasi pun masih dapet tagihan and refund nya prosesnya lama bangettt! Mereka bilang aktif 24 jam, bohong. Bahkan di jam dan hari kerja (weekday) aja kadang ga direspon",1,30,24.51.0,2024-12-23 12:01:00,"Halo, Kak, Mohon maaf atas ketidaknyamanan yang Kakak alami. Apabila Kakak memiliki keluhan/saran, dapat langsung disampaikan melalui email cs@mamikos.com atau WA ke 081325111171. Mohon dukungannya dengan update rating ya Kak, agar kami bisa meningkatkan layanan. Terima kasih",2024-12-23 13:10:49,24.51.0,1
0c7e41d3-8c17-4c97-a608-ed8ad9db707b,lie ly Ningsih,https://play-lh.googleusercontent.com/a-/ALV-UjWUSv5dee_aYZ_pWK1KwmQdIXxX1kszLRhWQnrojlwFzQafe5T1,"Saya udh berlanganan hampir 6 tahun , sekarng bisa berubah begini, kenapa sekarng aplikasinya dikit2 bayar, mau naikan iklan harus bayar,mami ads bayar, mami gold plus bayar, mami prime bayar coba donk prioritasnya yg udh lama iklan",1,31,25.2.0,2025-01-16 07:52:11,"Halo, Kak, Mohon maaf atas ketidaknyamanan yang Kakak alami. Apakah Kakak sudah menghubungi CS Mamikos melalui WA berikut 081325111171? Kami sarankan untuk menghubungi CS Mamikos agar dapat dibantu lebih lanjut terkait kendala yang Kakak alami. Mohon dukungannya dengan update rating ya Kak, agar kami bisa meningkatkan layanan.Terima kasih",2025-01-18 22:34:17,25.2.0,1
192e8178-48a7-4837-8b19-4f3e2b3b3275,Edy Zhang,https://play-lh.googleusercontent.com/a/ACg8ocKqAwDXDu8fUYiSsPKp9lUnu-7Ysl-TjdSB3K1bBqWfs1sI-uo=mo,"Aplikasi ini sangat membantu mengingatkan tagihan yang akan jatuh tempo. Namun, proses klaim uang deposit setelah checkout sangat rumit dan membingungkan karena saling melempar tanggung jawab antara pengelola kos dan pemilik kos.",1,12,24.51.0,2025-01-07 10:42:16,"Halo, Kak, Mohon maaf atas ketidaknyamanan yang Kakak alami. Apakah Kakak sudah menghubungi CS Mamikos melalui WA berikut 081325111171? Kami sarankan untuk menghubungi CS Mamikos agar dapat dibantu lebih lanjut terkait kendala yang Kakak alami. Mohon dukungannya dengan update rating ya Kak, agar kami bisa meningkatkan layanan.Terima kasih",2025-01-07 22:24:10,24.51.0,1
830ac343-2a6b-41aa-9026-1d0e31ee3a41,Kurniawan Putra,https://play-lh.googleusercontent.com/a-/ALV-UjWAFPdc0FjrVj17CmdliJ7CxqZNH6cjBHlC4yojT6760pOYOhlmhw,Semakin hari mamikos sangat merugikan pemilik kost dan pencari kost. Saat tidak beli saldo bny pencari kost namun tidak bisa membalas di room chat. Tapi kalo sdh beli saldo gold plus mala tidak ada 1 pun yg masuk di room chat yg cari kost . .sprt ny yg chat org2 mamikos semua.kalo tidak ada saldo setiap hari ada yg cari kost tapi tidak bisa bls. Tolg lah jng sprti ini . Terlalu bn6 yg hrs dibeli mami ads lah .,1,80,25.8.1,2025-03-09 12:25:04,"Halo, Kak, Mohon maaf atas ketidaknyamanan yang Kakak alami. Apakah Kakak sudah menghubungi CS Mamikos melalui WA berikut 081325111171? Kami sarankan untuk menghubungi CS Mamikos agar dapat dibantu lebih lanjut terkait kendala yang Kakak alami. Mohon dukungannya dengan update rating ya Kak, agar kami bisa meningkatkan layanan.Terima kasih",2025-03-09 13:53:11,25.8.1,1
73027c18-c2e6-4d1e-8418-902fc7b11ae5,Carolus S,https://play-lh.googleusercontent.com/a/ACg8ocLxcXWhK0Yb2BOna1Y_rMTui-B66JkEtfj0latk7xxX89XWNPk=mo,"Balas chat selalu langganan goldplus, setelah dpt gold plus, yg ngechat dikit, mana pencari kos ngechat nya cuma tanya alamat & nomor pemilik kos yg bisa dihubungi, saran saya lebih baik ditampilkan no kontak pemilik kos agar mudah kontak dgn pencari kos.. mnrt saya pemilik kos dirugikan bgt apa"" bayar pula untuk kontakan dgn pencari kos",1,24,25.8.1,2025-03-02 20:00:17,"Halo, Kak, Mohon maaf atas ketidaknyamanan yang Kakak alami. Apakah Kakak sudah menghubungi CS Mamikos melalui WA berikut 081325111171? Kami sarankan untuk menghubungi CS Mamikos agar dapat dibantu lebih lanjut terkait kendala yang Kakak alami. Mohon dukungannya dengan update rating ya Kak, agar kami bisa meningkatkan layanan. Terima kasih",2025-03-03 17:17:17,25.8.1,1
fec2878f-322d-4afc-90a7-35d500f2d688,Guido Tjora,https://play-lh.googleusercontent.com/a-/ALV-UjVftAAfGeFN6rUnnDmAb4BeHh8EJZze_lFIXQCP-AbQtG5Wpff0Aw,"Sering error, lucunya error selalu disaat mamiads lagi berjalan, jadi menjawab pertanyaan calon penyewa tidak bisa, tapi biaya berjalan terus, siipp....",1,7,24.51.0,2025-01-07 05:55:17,"Halo, Kak, Mohon maaf atas ketidaknyamanan yang Kakak alami. Apakah Kakak sudah menghubungi CS Mamikos melalui WA berikut 081325111171? Kami sarankan untuk menghubungi CS Mamikos agar dapat dibantu lebih lanjut terkait kendala yang Kakak alami. Mohon dukungannya dengan update rating ya Kak, agar kami bisa meningkatkan layanan.Terima kasih",2025-01-07 22:20:50,24.51.0,1
987a2d1f-f320-4f0a-b29e-1a5f8fe6af54,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"pasang iklan agak ribet ,tampilan iklan terlalu banyak menu yg hrs dibaca jadi ga fokus. Terlalu banyak submenu yg hrs diisi.. Sepertinya konsumen akan liat tampilan gambar atau photo dulu , baru setelah cocok gambar atau photo akan baca deskripsi..",1,12,2.11.6,2019-02-27 00:17:25,"Mohon maaf atas ketidaknyamanannya, bisa diinfokan ribetnya di sebelah mana ya kak? 

Kendala terkait akun pemilik atau proses upload data kost bisa disampaikan ke cs owner di WA ke 087-739-222-850 atau email saran@mamikos.com

Mohon bantuan update rating 🌟🌟🌟🌟🌟, agar kami bisa meningkatkan layanan.",2019-02-14 16:23:40,2.11.6,1
351ec51c-f67f-438f-aa63-56f43daa3208,Alfred Gultom,https://play-lh.googleusercontent.com/a/ACg8ocJWqArT9AqFe3VjOsHF98_LcdciF_gqJdS_kWWAAsiNBSfuYOk=mo,"Untuk balas chat saja harus bayar seharga 89rb (diskon dari 139rb)/bulan. untuk kosan yang ada didesa yg chat 1-2 org dalam sebulan sepertinya ini gak masuk akal. belum tentu yg chat itu orang beneran atau tim nya mamikos agar berlangganan, soalnya sudah jelas ada informasi kosan kosong, kenapa pertanyaannya tetap seputar ada kosong? cukup heran, sertain nomor di catatan, pas di review malah hilang catatan nomornya. heran banget seenaknya ubah data, lebih bagus gak bisa kasih note nomor.",1,10,,2025-01-29 08:48:32,"Halo, Kak, Mohon maaf atas ketidaknyamanan yang Kakak alami. Apakah Kakak sudah menghubungi CS Mamikos melalui WA berikut 081325111171? Kami sarankan untuk menghubungi CS Mamikos agar dapat dibantu lebih lanjut terkait kendala yang Kakak alami. Mohon dukungannya dengan update rating ya Kak, agar kami bisa meningkatkan layanan.Terima kasih",2025-02-02 22:40:30,,1
6b789700-15e2-4880-80c9-6271f159151c,farewell-done,https://play-lh.googleusercontent.com/a/ACg8ocLgNgSoiz5gsBhYRYD0d4Yh4-3gv7VbtVpUpr8TbLLFcOVx-g=mo,"Perlu adanya fitur BLOKIR bagi pemilik kos yg spam chat!! saya dikirimi chat yang sama 3x dalam sehari,promosi kost yang mengganggu krn notifikasi chat selalu berbunyi. Sedangkan kalau notifikasi dimatikan,kost lain yg tidak spam bisa ikut terdampak! Komunikasi menjadi tidak efektif krn harus mematikan notifikasi akibat ulah oknum2 kost yg over promoting dgn cara spam chat!!",1,2,,2025-04-04 16:02:05,"Halo, Kak, Mohon maaf atas ketidaknyamanan yang Kakak alami. Apakah Kakak sudah menghubungi CS Mamikos melalui WA berikut 081325111171? Kami sarankan untuk menghubungi CS Mamikos agar dapat dibantu lebih lanjut terkait kendala yang Kakak alami. Mohon dukungannya dengan update rating ya Kak, agar kami bisa meningkatkan layanan. Terima kasih",2025-04-04 22:53:32,,1
e3fb6817-82dc-4e9e-99a7-39793c5220ec,Arkady P L,https://play-lh.googleusercontent.com/a-/ALV-UjWfV1joIse5cE1tPt0KNpSWkXk7FTXEySzjRk8dL1Jj0J3BW_FV5w,"udah langganan ny kemahalan . jawab konsumen seenakny . ga bole sebut nama bank / brand . ga bole kasi no rekening , ga bole sebut nomial . niat bikin app ga si .",1,0,25.20.0,2025-05-24 08:31:19,"Halo, Kak, Mohon maaf atas ketidaknyamanan yang Kakak alami. Apakah Kakak sudah menghubungi CS Mamikos melalui WA berikut 081325111171? Kami sarankan untuk menghubungi CS Mamikos agar dapat dibantu lebih lanjut terkait kendala yang Kakak alami. Mohon dukungannya dengan update rating ya Kak, agar kami bisa meningkatkan layanan.Terima kasih",2025-05-18 13:17:29,25.20.0,1
39dc7486-deec-497c-9082-aa3ad5d62c9f,Yuli Yanto,https://play-lh.googleusercontent.com/a/ACg8ocIk5zwRx51X6uzpM8Hl2Wb9_8Nou8ntRb4yXmfDftw-eKltKw=mo,Susah banget mau verifikasi ganti hp. Masukin otp gak muncul..sudah ikutin saran cs instal dulu tetap gak bisa. Dan gak bisa verifikasi manual katanya.,1,14,25.2.0,2025-01-24 08:14:04,Halo Bapak/Ibu mohon maaf atas ketidaknyamanannya. Terkait kendala yang dialami dapat dikonsultasikan kepada CS melalui WhatsApp 081325111171 agar dapat dibantu lebih cepat untuk proses update datanya. Terima kasih,2025-01-25 22:57:11,25.2.0,1
da9a43bf-3f72-48c2-bf03-6472869f8a79,Alceisar Rifky,https://play-lh.googleusercontent.com/a-/ALV-UjVKjn8IaEODleAJOPV3zaI-IzimR1F8lf5kGn3HrR_6rUeVhWA,"Percuma menggunakan aplikasi, segala keluhan dan komplain tetap saja langsung diserahkan kepada penjaga atau pemilik kosan.. tidak bisa memberikan solusi yg signifikan",1,7,25.6.0,2025-02-17 13:25:38,"Halo, Kak, Mohon maaf atas ketidaknyamanan yang Kakak alami. Apakah Kakak sudah menghubungi CS Mamikos melalui WA berikut 081325111171? Kami sarankan untuk menghubungi CS Mamikos agar dapat dibantu lebih lanjut terkait kendala yang Kakak alami. Mohon dukungannya dengan update rating ya Kak, agar kami bisa meningkatkan layanan.Terima kasih",2025-02-17 22:30:19,25.6.0,1
dfa81003-83bf-408a-b56f-269b5a18c36e,Koliq fnu,https://play-lh.googleusercontent.com/a/ACg8ocJAaKqWS2GbkZUteKx6qAK9KGAYAzHKT05Dop6hKUnoHrThFg=mo,"Aplikasi ini ngak seperti dulu .komunikasi antara pemilik dan pencari kos terhambat ,semoga ada pengganti aplikasi lain yng lebih bagus .",1,13,25.10.0,2025-03-10 08:12:28,"Halo, Kak, Mohon maaf atas ketidaknyamanan yang Kakak alami. Apakah Kakak sudah menghubungi CS Mamikos melalui WA berikut 081325111171? Kami sarankan untuk menghubungi CS Mamikos agar dapat dibantu lebih lanjut terkait kendala yang Kakak alami. Mohon dukungannya dengan update rating ya Kak, agar kami bisa meningkatkan layanan.Terima kasih",2025-03-10 22:52:20,25.10.0,1
30caf110-74c3-4b02-a48f-46d4092bd31f,hilda siregar,https://play-lh.googleusercontent.com/a/ACg8ocK2HjWhrAHymR35eBimNDpSSTtMnlXMw3dtOnG_dr3WPpZPZA=mo,"Maaf secara experience UInya JELEK SEKALI. Kenapa saya ngeklik satu.menu tiba2 pindah k chrome, abis itu klik salah satu option pindah lagi ke app. Belum lagi data inputnya gak synchronized antar page. Dan fakta seperti ini bikin saya sangat malas untuk memakai app ini krna trlalu ribet. Mohon ditindaklanjuti klo ingin meningkatkan user y",1,8,,2021-07-13 16:08:03,"Halo, Kak Hilda, mohon maaf atas ketidaknyamanannya, Kak. Apakah boleh dijelaskan lebih lanjut terkait kendala yang telah kakak alami, melalui CS Mamikos di whatsapp berikut 0813-2511-1171. Terima kasih",2021-07-14 22:59:27,,1
031a48f5-5efa-4718-82de-747f3db96fe0,Anggun Nur Apipah,https://play-lh.googleusercontent.com/a-/ALV-UjXrKvTsoCllnxwbzbVL8JQPmLlFeinCMxK2p-tnPvWR3mpPZyf9,"Males mau cari lewat aplikasi kos, enak cari di group fb, dicantumin data lengkap, fast respon pula. di app mami kos ini, untuk chat dengan pemilik kos, responny lama sekali, belum lagi diklik minta alamat dan kontak pemilik juga tidak bisa, beda dengan app yg dulu. Menyusahkan sekali.",1,69,3.76.0,2023-05-06 11:15:36,"Halo, Kak, Mohon maaf atas ketidaknyamanan yang kakak alami. Apakah kakak sudah menghubungi CS Mamikos melalui WA berikut 081325111171? Kami sarankan untuk menghubungi CS Mamikos agar dapat dibantu lebih lanjut terkait kendala yang kakak alami. Mohon dukungannya dengan update rating ya kak, agar kami bisa meningkatkan layanan.Terima kasih",2023-05-08 14:16:15,3.76.0,1
282af0de-70ee-43c1-be50-8e0b2880757d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"masih mending nyari di OLX . yang pertama disini daerahnya disitusitu aja, yang kedua kost semua ga ada kontrakan tapi malah mau masukin juga lowongan kerja (menurut saya mending fokus dulu ke kost dan kontrakan), yang ketiga updatenya lama, dan kost barunya gak di updates terus, kostnya itu itu aja, sudah pada penuh lagi, TIDAK Membantu sama sekali.",1,20,2.26,2019-01-06 11:36:51,"Mohon maaf atas ketidaknyamanannya kak. Untuk kontrakan masih kami coba kembangkan kembali kak. Mohon pengertiannya.

Mohon bantuan update rating 🌟🌟🌟🌟🌟 ya kak, agar kami bisa meningkatkan layanan.

Apabila ada saran bisa dikirim ke email saran@mamikos.com atau WA ke 0878-7773-6663.",2019-01-07 12:38:20,2.26,1
744764ec-1503-49dd-8b79-af58e8871583,fourleaf clover,https://play-lh.googleusercontent.com/a/ACg8ocIPHPbs93vleZEk7BsFfbkoZhSiPYuYMLN6o3otzxAQQpmVOw=mo,"Pengguna aplikasi sudah banyak dan manfaat sudah di rasakan. Pembaruan menganai interaksi balas chat di batasi, jika ingin lebih harus menjadi gold member,. Saya tau mungkin revenue kurang dari penggunaan. Tetapi membatasi interaksi antar pengguna sangat buruk,. Mungkin developer / pengembang Bisnis bisa mencari Revenue dengan cara membatasi jumlah postingan unit kos/aprtemen. Membatasi interaksi antar sesama pengguna adalah pilihan yang sangat buruk.",1,84,3.81.0,2023-07-13 21:20:42,"Halo, Kak, Mohon maaf atas ketidaknyamanan yang kakak alami. Apabila kakak memiliki keluhan/saran, dapat langsung disampaikan melalui Email cs@mamikos.com atau WA ke 081325111171. Mohon dukungannya dengan update rating ya kak, agar kami bisa meningkatkan layanan. Terima kasih",2023-07-17 17:29:05,3.81.0,1
e2556d07-1e02-41a9-b600-e93110dc0ffe,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tolong dong mamikos tampilannya seperti dulu aja, gausah pake booking2, terus adain opsi ditampilin no hp pemilik. Jadi kita bisa milih buat nampilin/nyembunyiin no hp. Terus masalah pembaruan data kadang lama bgt di acc nya.",1,19,3.2.0,2019-11-13 22:51:48,,,3.2.0,1
9d5259af-ac36-4ced-8b6d-db7336422645,Kirana,https://play-lh.googleusercontent.com/a-/ALV-UjUoSH3qYFh3_kVI40ufn3nfkU4PfFZe05RwxqlAMDg7KwIIN7y3,"Harganya naik terus udah mana ga ada pemberitahuan kalau dinaikin tarif biaya layanan nya tapi layanan yang dikasih meh banget. Tiba-tiba ada biaya asuransi yg mandatory tanpa pemberitahuan dan langsung dipotong, pas mau diklaim juga susah. Better cr kos gak pake ini aplikasi :)",1,27,24.7.0,2024-06-01 09:47:15,"Halo, Kak, Mohon maaf atas ketidaknyamanan yang Kakak alami. Apakah Kakak sudah menghubungi CS Mamikos melalui WA berikut 081325111171? Kami sarankan untuk menghubungi CS Mamikos agar dapat dibantu lebih lanjut terkait kendala yang Kakak alami. Mohon dukungannya dengan update rating ya Kak, agar kami bisa meningkatkan layanan.Terima kasih",2024-06-01 11:59:56,24.7.0,1
af210467-2d99-4d8e-a9cd-dd3103f27ae7,Albriansyah Dirgantara,https://play-lh.googleusercontent.com/a/ACg8ocLXNFvxyIUgQhBBm4FtOKjeNlQKeSsp4Hgqg3odvEgQ2SPxFG0=mo,Nyesel uda download app ini. Aplikasi yang benar2 tidak bisa membantu sama sekali. Login saja susah seperti masuk istana uda kirim otp tapi setelah d masukan otp nya tidak terverivikasi di bilang kode otp salah . Anehhh bin ajaib.mohon d perbaikin lagi.,1,5,,2021-09-14 17:15:02,"Halo, Kak. Mohon maaf atas ketidaknyamanannya. Terkait kendala yang dialami. Silakan coba kembali untuk melakukan log in ya kak. Apabila masih terjadi kendala silakan menghubungi CS Mamikos melalui nomor whatsapp berikut 0813-2511-1171
Mohon bantuan update rating 🌟🌟🌟🌟🌟, agar kami bisa meningkatkan layanan.",2021-09-17 09:15:08,,1
e56d916c-e8cd-4a6e-a732-18561ea40f23,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sekarang ribet, sebelumnya lebih ok, no telpon tidak tercantum aneh org iklan tanpa ko tidak ada no telp? masa harus melalui chat box, tidak efektif banget deh.. Ini aplikasi juga harus diupdate lagi tapi susah sekali sdh beberapa kali coba, lama2 pada lari deh kalau begini terus dibikin ribet.",1,10,3.0.4,2019-10-05 12:52:48,"Mohon maaf atas ketidaknyamanannya

Kami akan coba tingkatkan kembali sesuai masukan pengguna kami kak.

Mohon dukungannya update rating 🌟🌟🌟🌟🌟 ya kak, agar mami bisa meningkatkan pelayanan dan update informasi.

Laporan error atau masukan bisa dikirim lewat email saran@mamikos.com atau WA ke 0878-7773-6663",2019-10-09 13:36:20,3.0.4,1
02106b2c-8a7e-42b6-b6e6-ff7417e80b7d,Rifqi Nurfadhillah,https://play-lh.googleusercontent.com/a-/ALV-UjWHcsMiovgsTMB90bXS2RhD44PYIoCURwGCXGuaeBhtQE5n5wU1,"Aplikasi sampah, cuma nyari keuntungan pihak mamikost saja! Berlangganan premium buang duit doang, di katakan jika premium iklan kost tampil di paling atas, nyatanya sebaliknya, malah di paling bawah! Tombol search pun sering ngaco, nyari kost derah Koja Jakarta Utara yg keluar malah Kelapa Gading yg paling atas, dan Jakarta Pusat malah ikut""an tampil, sedgkan yg di cari malah ada di list paling bawah! Tim IT nya tolol bgt! Pencarian berdasarkan kata kunci yg keluar malah tidak sesuai! Anjing!!!",1,4,3.15.1,2020-10-08 07:32:37,"Untuk fasilitas chat, kami memang menggunakan pihak ketiga kak, sehingga ada biaya yang perlu dikeluarkan. Mohon pengertiannya.

Apabila ada saran bisa dikirim ke email saran@mamikos.com atau WA ke 0877-3922-2850

Mohon bantuan update rating 🌟🌟🌟🌟🌟 ya kak, agar kami bisa meningkatkan layanan.",2019-01-02 12:25:30,3.15.1,1
