userName,content,score,at
Pengguna Google,"Bagus Banget, Aku Sekarang bisa Bahasa Inggris Dikit² Yey..",5,2024-04-20 08:45:29
Pengguna Google,terimakasih,5,2024-12-22 10:28:03
Pengguna Google,keren,4,2024-07-03 05:19:31
Pengguna Google,sangat bagus,5,2025-01-10 13:16:58
Pengguna Google,untuk suara dalam bahasa Inggris kurang jelas saya kasih ⭐⭐⭐,3,2024-05-02 17:39:27
Pengguna Google,setelah memakai beberapa bulan saya rasa doulingo bagus untuk pelajar yg ingin belajar bahasa dari awal,5,2025-03-04 12:40:28
Pengguna Google,sangat bgus,5,2025-01-18 22:35:14
Pengguna Google,sangat bagus,5,2025-03-03 12:59:45
Pengguna Google,aplikasi ini membuat aku makin pintar berbicara bahasa inggris!,5,2025-02-24 08:47:29
Pengguna Google,sangat menyenangkan dan bermanfaat,5,2025-01-12 12:26:41
Pengguna Google,Sangat bagus buat pembelajaran cukup banyak pilihan bahasanya walau masih harus perlu di update (memperbanyak) bahasanya,5,2024-12-18 02:46:03
Pengguna Google,ok ok,5,2024-10-26 18:57:58
Pengguna Google,bagus baget,5,2024-03-27 01:47:53
Pengguna Google,mantap 👍👍👍👍,5,2024-11-13 13:24:55
Pengguna Google,sangat membantu dalam belajar,5,2024-05-06 04:19:33
Pengguna Google,aku jd semangat les Inggris 😁😁👏👏👍👍,5,2024-06-21 08:42:14
Pengguna Google,BAGUSSSS BANGETTTTT,5,2025-03-14 12:58:28
Pengguna Google,ini aplikasi bagus soalnya itu dalam bentuk game gitu jadi ngak nge bosanin,5,2024-10-07 01:15:34
Pengguna Google,is funn and i like it (﹡ˆ﹀ˆ﹡)♡,5,2024-08-03 00:23:57
Pengguna Google,"Sedikit demi sedikit. Duolingo ingin menerapkan konsep itu, di mana kita tidak berfokus pada hasil akhir atau pencapaian, tetapi bagaimana kita bisa membangun kebiasaan.",5,2024-04-18 00:23:07
Pengguna Google,"sangat bagus ini mahakarya belajar, aku yang gak terlalu bisa bahasa Inggris mulai jadi pintar karena aplikasi ini jadi ini aplikasinya top best lah",5,2025-04-26 22:48:07
Pengguna Google,sangat baik dan membantu,5,2024-10-18 03:24:58
Pengguna Google,good,5,2025-01-01 14:25:29
Pengguna Google,"Aplikasi yang sangat bagus dan bermanfaat. Terimakasih Duo, apps ini sangat bermanfaat.",5,2024-10-20 11:59:54
Pengguna Google,saya jadi bisa b.inggris karna aplikasi ini sangat membantu kalian yg mau pinter b hasa apa aj download ini,5,2025-01-31 22:28:04
Pengguna Google,perlahan tapi pasti dan siap tuk mengikuti,5,2025-03-09 10:14:47
Pengguna Google,Saya merasakan agak kesulitan saat belajar bahasa dengan aplikasi ini. Karena terjemahan dalam bahasa Indonesia kadang membuat ambigu atau terkadang terbalik. Susunan bahasa inggrisnya udah benar tapi terjemahan dalam bahasa Indonesia terkadang tidak sesuai atau bahkan kadang sulit untuk dipahami.,3,2024-03-29 16:54:48
Pengguna Google,godd,5,2024-08-28 09:47:56
Pengguna Google,mudah di mengerti,5,2024-04-13 06:33:30
Pengguna Google,"bagus buat bisa belajar, tapi bahasa nya belum lengkap",4,2024-05-16 12:09:58
Pengguna Google,"sangat membantu,",5,2024-11-06 07:40:48
Pengguna Google,untuk pengalamannya sih bagus tapi lama lama suruh isi hati untuk memulainya kayak suruh trans fer uang nya ke al fa atau indomaret,2,2025-01-29 22:46:38
Pengguna Google,maaf ya saya kasih bintang 4 soalnya harus bayar kan saya pengen belajar udah ma banyak iklan 😭😭,4,2024-12-24 14:14:15
Pengguna Google,sangat membantu saya dalam belajar bahasa Inggris 🙏,5,2024-09-15 23:03:59
Pengguna Google,"bagus banget buat belajar, makasih dulingo",5,2024-09-04 11:37:14
Pengguna Google,i like it,5,2024-12-05 15:29:16
Pengguna Google,bagus bisa buat belajar b. Inggris 😫👍,5,2025-02-01 02:55:46
Pengguna Google,GK ada yang bicara ini kakkkk,5,2024-10-02 07:44:25
Pengguna Google,bagus,5,2024-10-11 03:35:18
Pengguna Google,keren bngt,5,2024-11-22 01:59:53
Pengguna Google,terimakasih sudah mengajar sayang belajar bahasa,5,2024-08-14 11:13:41
Pengguna Google,sangat suka makasih yah 🤗,5,2024-10-10 05:59:16
Pengguna Google,apk nya bagus bisa belajar banyak bahasa,5,2024-05-04 23:51:23
Pengguna Google,Baik,5,2024-10-19 16:38:52
Pengguna Google,aplikasi nya bagus banget bisa membimbing kita untuk mahir bahasa Inggris dan banyak bahasa lainnya,5,2025-01-07 08:14:54
Pengguna Google,bikin aku lebih mengena kosa kata baru,5,2025-02-15 08:27:19
Pengguna Google,aplikasi ini sangat membantu,5,2025-05-05 13:17:41
Pengguna Google,amazing,5,2024-12-11 04:24:37
Pengguna Google,ini sangat bagus👍👍👍💖,5,2024-09-13 14:50:35
Pengguna Google,applikasi yang baik dan membantu untuk belajar bahasa Inggris dengan mudah dan applikasi ini bisa juga digunakan dimana saja dan ada pilihan kursus bahasa lainnya sudah itu saja yang saya sampaikan Terima kasih dan semangat belajar di Duolingo😊,5,2024-09-02 09:59:17
Pengguna Google,baguasss sekali apk nyaa membantu banget buat org yg ingin belajar tp ada sedikit bug yg mana jawabannya gak bisa di pencet tolong developer buat memperbaiki bug nya,5,2025-04-03 06:08:37
Pengguna Google,cocok untuk menghafal kosakata.terbaik..,5,2024-05-25 07:55:07
Pengguna Google,"aplikasi yang bagus,bisa membuat kita menjadi anak yang pintar bahasa negara yang lainnya.",5,2024-12-25 02:18:02
Pengguna Google,Bagus,1,2024-07-16 16:09:19
Pengguna Google,"bagus saya suka, saya bisa mempelajari tentang kata-kata yang ada disini, the best pokoknya dehh🤩💓",5,2024-02-27 13:30:05
Pengguna Google,sangat membantu saya belajar bahasa inggris,5,2024-09-21 12:27:11
Pengguna Google,Agak kaget sih ternyata di pertengahan ada unsur LGBTQ nya,1,2024-09-15 00:09:23
Pengguna Google,sangat baik,5,2024-11-18 13:13:57
Pengguna Google,aplikasi ini sangat bermanfaat bagi pemula mau belajar semua bahasa,5,2025-05-08 12:26:55
Pengguna Google,sangat bagus.. bisa mendapatkan kosakata baru secara otodidak dan juga mengisi waktu luang,5,2024-10-19 22:35:16
Pengguna Google,bagus dan seru sekali,5,2025-01-30 10:39:35
Pengguna Google,thanks Duolingo very helpful,5,2025-02-04 10:50:02
Pengguna Google,sangat bagus,5,2024-02-28 03:43:43
Pengguna Google,baik untuk belajar bahasa inggris lebih cepat,4,2024-06-23 23:01:53
Pengguna Google,suka,4,2024-10-06 01:59:55
Pengguna Google,pembelajarannya seru dan buat gampang,5,2024-07-13 01:51:11
Pengguna Google,"Bagus aku suka banget dehh,tapi dukung kaum pelangi",1,2025-02-16 06:22:51
Pengguna Google,"Dengan aplikasi ini sangat membantu saya belajar bahasa Inggris dengan mudah, ranting 5 buat aplikasi ini🤗",5,2024-09-24 14:42:09
Pengguna Google,sangat membantu belajar bahasa Inggris,5,2025-04-05 15:44:45
Pengguna Google,Duolingo punya bug dihari ke 5 jadi males buat lanjutin,1,2025-03-16 01:05:23
Pengguna Google,"bagus ,buat yg pertama kali belajar b.inggris ,lancar ke otak",5,2025-02-06 04:23:26
Pengguna Google,lumayan asik,5,2024-11-29 09:31:36
Pengguna Google,aplikasi ini sangat bagus untuk yang pemula belajar bahasa inggris,4,2024-09-09 13:43:19
Pengguna Google,sangat menyenangkan,5,2024-10-28 10:16:09
Pengguna Google,seruu sekali buat belajar bahasa inggris 🤩👍🏻,5,2024-09-02 00:59:16
Pengguna Google,bagus 👍,5,2024-12-30 21:43:46
Pengguna Google,kereenn bangett Duolingo😍😍😍,5,2025-02-06 06:57:42
Pengguna Google,sangat seru untuk belajar bahasa Inggris,5,2025-01-22 05:25:02
Pengguna Google,"iklan lo berisik,mengangu fokus orang",1,2025-04-03 13:54:28
Pengguna Google,keren,5,2024-06-11 02:21:52
Pengguna Google,keren bgt,5,2024-10-04 11:05:13
Pengguna Google,⭐⭐⭐⭐⭐,5,2024-11-02 23:01:30
Pengguna Google,saya cukup bisa bahasa Inggris dan saya juga bisa belajar saat tidak waktunya untuk les karena ada duolingo,5,2024-05-11 23:06:40
Pengguna Google,sabar banget ngingetin gue belajar awoaowk,5,2024-10-30 13:52:04
Pengguna Google,"bagus banget buat belajar berbagai bahasa untuk pemula,Cocok yg pengen belajar tapi takut susah karena di sini kita kayak gak belajar tapi main game menurut ku.",5,2025-04-06 22:30:33
Pengguna Google,Duolingo ini sangat bagus 👍😎🤩,5,2024-10-12 10:41:44
Pengguna Google,seru dan menarik menambah ilmu membuat kita mudah mengenali bahasa apa saja^_^,5,2024-11-19 06:29:27
Pengguna Google,"Please ini latihan buat dapet tambahan nyawa kok nggak bisa sih, saya kan kaum mending mending, langganan premuim nya mahal buat saya, gems nya juga dapetnya dikit dikit banget buat beli nyawa, terus nyawanya juga lama banget dapetnya, 1 nyawa masak 4 jam sih :"", terus itu nyawa kurang 1 sama sisa 1 harga nya juga sama, mengesedih",4,2024-02-22 12:27:26
Pengguna Google,keren dan membantu,5,2024-09-01 22:20:32
Pengguna Google,good no debat,5,2024-05-26 01:07:16
Pengguna Google,aplikasi nya sangat membantu untuk belajar bahasa,5,2025-01-12 11:44:00
Pengguna Google,membuat saya lancar Inggris dan bahasa yang lain,5,2024-03-14 04:53:29
Pengguna Google,aplikasi ini bagus untuk belajar suatu bahasa terimakasih duolingo,5,2024-11-19 22:23:35
Pengguna Google,bagus lah seru Seruu,5,2025-02-25 23:49:57
Pengguna Google,Keren,5,2024-09-12 01:02:03
Pengguna Google,ini sangat membantu untuk belajar bahasa inggris,5,2025-05-03 23:27:17
Pengguna Google,👍👍,5,2024-04-15 01:10:29
Pengguna Google,sangat bagus,5,2024-05-25 12:47:24
Pengguna Google,"Keren sih aplikasinya. pengingat yang baik juga, wkwk. the best",5,2024-03-29 09:27:14
Pengguna Google,"Aplikasi ini memang bagus untuk belajar bahasa asing, tetapi saya cukup terkejut saat ada soal percakapan dimana disitu ada pasangan sesama jenis. Kenapa harus ceritanya pasangan sesama jenis?",4,2024-11-08 09:02:32
Pengguna Google,mantap,5,2025-04-06 03:31:57
Pengguna Google,thanks you and everyTing to for you my friends,5,2024-07-17 05:02:00
Pengguna Google,aplikasi sangat bagus buat belajar bahasa Inggris dan sangat membantu untuk proses pembelajaran fitur yang simpel dan animasi yang bagus membuat belajar kita lebih asik dan seru oiya untuk developer tolong hati nya di tambahin dan waktu isinya jangan 1 hati nunggu 5 jam dulu kelamaan,5,2025-04-12 12:00:07
Pengguna Google,"lumayan seru,anak saya suka dan anak saya jadi bisa belajar berbagai bahasa",4,2024-09-10 10:52:54
Pengguna Google,aplikasi ini benar benar sangat bermanfaat dan mudah di mengerti,5,2024-11-27 00:36:29
Pengguna Google,aplikasinya bagus tapi setiap selesai latihan selalu iklan+tadi saya habis latihan padahal udah bener tapi malah di salahin+kalo mau dapetin hati cuma bisa 1 atau 2 kali aja dan sekarang udah lebih ga seru padahal aplikasi ini dulu favorit saya dan kadang kalo mau buka aplikasi kadang ngeleg dan harus ngulang dan kalo udah lama ga dipake jadi harus ngulang dari awal padahal udah ngelewatin banyak step jadi harus ngulang gara gara udah ga di pake lama dan harus ngulang dari step 1,2,2025-01-11 07:10:24
Pengguna Google,"Kenapa ketika di update malah jadi getting worst? Dari xpnya yang makin sedikit, harga 5 nyawa makin mahal, terus materinya yang tadinya udah pas malah makin di panjangin. Belum juga tata bahasanya yang agak agak tidak nyambung.",1,2024-05-15 18:55:57
Pengguna Google,Terbaik pokoknya,5,2025-04-04 18:32:56
Pengguna Google,Sangat membantu dalam belajar berbahasa,5,2025-01-01 17:15:23
Pengguna Google,seru kali jadi tambah pinter aku keknya🫡🤏,5,2024-11-09 08:07:30
Pengguna Google,BISMILAH DOAIN SYA SUPAYA BISA BELAJAR BAHASA INGGRIS DAN LANCAR AMIN,5,2024-08-31 10:36:06
Pengguna Google,"Seruu banget belajarnya, cepet masuk ke otak, tapi tolong dong adain fitur chat",5,2024-11-09 14:41:37
Pengguna Google,"Cukup membantu, kembangkan lagi dengan memperhatikan prafasa nada",5,2024-08-30 04:12:14
Pengguna Google,"this is really cool and beneficial app. you can ptactice reading, listening, speaking and writting of many language in fun way! worth to download for you who want to learn new languages!!!",5,2025-01-27 23:39:26
Pengguna Google,"Duolingo bagus sekali kita bisa tahu ini apa itu apa semuanya"") maaf kalo aku gak jelas"")",5,2024-05-02 12:16:14
Pengguna Google,karena bisa bantuin untuk suatu hari nanti,5,2024-03-21 09:04:44
Pengguna Google,"Aplikasi ini bgus, mudah di pahami. Tapi sayangnya Di pembelajaran unit 6 sangat sangat mengecewakan krna dstu dialognya ada unsur LGBT nya. Shelly sama Anna 2 org pasangan sesama jenis yg mau honeymoon. 🥲 semoga bisa di tindaklanjuti.",1,2024-07-09 03:51:28
Pengguna Google,bagus sekali,5,2025-04-10 15:47:35
Pengguna Google,seru banget sama kamu duolinggo thanks you,5,2024-11-01 22:40:54
Pengguna Google,Suka bgtt thanks duo💗,5,2024-03-17 12:40:54
Pengguna Google,bagus bangett,5,2024-10-14 00:01:59
Pengguna Google,its fun and enjoyable,5,2024-10-23 06:03:43
Pengguna Google,no komen bagus bet,5,2025-02-21 00:17:32
Pengguna Google,sangat bagus soalnya duolingo sangat baik dan pembelajaran yg di berikan sangat efektif saya harap duolingo dapat menambah hati pemain agar belajar lebih seru 👏🎶,5,2024-07-12 05:06:23
Pengguna Google,apk yang bagus,5,2024-08-10 22:39:18
Pengguna Google,sangat membantu,5,2024-07-18 02:37:53
Pengguna Google,aku suka apk ini,5,2025-01-10 11:49:29
Pengguna Google,Aku sangat senang saat belajar bahasa di duolingo dan aku sekarang bisa bahasa inggris dan saat ujian tidak panik,5,2025-02-25 10:19:22
Pengguna Google,"keren banget apk, tapi plis pas belajar bahasa jerman transletnya yang indo ya hehehehe",5,2024-11-13 13:44:29
Pengguna Google,aplikasi untuk belajar,5,2024-05-23 08:39:28
Pengguna Google,this app is veryy usefull,5,2024-09-04 23:34:34
Pengguna Google,Wah aplikasinya sangat bagus kita bisa mengenal bahasa loh ayo buruan download ya thank you duolingo 💖🎉,5,2024-10-02 14:57:23
Pengguna Google,aplikasinya bagus tapi iklannya banyak banget,4,2024-09-03 06:26:01
Pengguna Google,bagus,5,2024-04-11 02:01:57
Pengguna Google,ini pembelajaran yg sangat menyenangkan dan menarik terimakasih telah membuat applikasi ini,5,2024-11-27 04:49:38
Pengguna Google,saya belajar banyak bahasa Inggris,5,2024-11-28 12:10:46
Pengguna Google,"ini sih cocock banget bagi yang pengen belajar bahasa lain.Udah lucu lagi duolingo nya,jadi kalau lupa belajar pasti nanti bakalan duo ingatin.Aku sih suka banget ya sama aplikasi ini :)",5,2024-09-15 10:46:25
Pengguna Google,"asyik, enak dan keren !!👍❤👌🔥🔥🔥🙏🤲🤲🤲",5,2024-05-25 11:19:51
Pengguna Google,bagus,5,2025-03-14 21:55:12
Pengguna Google,aplikasi nya sangat bagus sekaliiiiiiii,5,2024-10-19 00:14:23
Pengguna Google,menyenangkan💕😍,5,2025-02-19 04:11:54
Pengguna Google,sangat bagus sekali 🗿👍,5,2024-08-03 04:47:03
Pengguna Google,L duolingo,1,2024-06-10 06:30:16
Pengguna Google,mantep,5,2024-11-09 13:03:47
Pengguna Google,"dengan apk ini saya banyak tau tentang kosakata bahasa Inggris, Korea dan Jepang 🤍🤍💐",5,2025-04-03 14:16:00
Pengguna Google,Bagus siii tapi boleh tambahin bahasa serbia ga? Soalnya penting ada saudara aku tinggal di serbia (belgrade) jadi tolong ya,5,2025-03-03 07:24:27
Pengguna Google,mantap,5,2024-04-24 06:28:37
Pengguna Google,sangat bagus untuk mengasah otak👍,5,2024-11-15 06:27:39
Pengguna Google,aplikasi terbaik yg pernah ada,5,2025-04-02 17:09:02
Pengguna Google,"sangat membantu dalam proses belajar bahasa yang kita inginkan, cara belajar yang menarik dan tidak membosankan membuat saya rajin menggunakan aplikasi ini setiap harinya tanpa batas 😍🫶",5,2025-03-14 02:49:23
Pengguna Google,Best lah,5,2024-10-02 16:23:55
Pengguna Google,sangat begus...dan aku bisa belajar dengan baik karena...Duolingo...dan ini keren sekali bisa bikin aku...cepat mengerti...aku suka Duolingo,5,2024-06-28 23:58:17
Pengguna Google,bagus untuk belajar,5,2024-11-17 04:10:19
Pengguna Google,seru banget dah,5,2025-03-14 08:56:50
Pengguna Google,"bagi banget gamenya bukan cuma main tapi belajar juga ada cuman suaranya di besarin sikit ya soalnya suaranya kekecilan,padahal volumenya gede",5,2024-12-06 13:17:35
Pengguna Google,saya hampir peringkat satu,5,2024-11-07 12:52:17
Pengguna Google,"untuk aplikasi nya seperti geme tapi juga bisa mengajar kan bahasa,yang belum download harus download si",5,2024-03-10 04:58:45
Pengguna Google,Bagus sekali😍🤯,5,2025-03-09 08:12:16
Pengguna Google,makasih dou,5,2025-03-19 10:52:02
Pengguna Google,serius bagus ni aplikasi,5,2024-06-03 04:40:43
Pengguna Google,"Saya tidak bisa membuka apk Duolingo padahal data saya aktif dan juga saya memiliki data,, saya butuh solusi terimakasih",5,2024-04-21 07:02:56
Pengguna Google,belajar bahasa asing lebih mudah,5,2025-04-16 23:55:46
Pengguna Google,seruuu,5,2025-04-09 12:42:00
Pengguna Google,I am very happy,5,2024-03-18 03:31:16
Pengguna Google,great apps,5,2024-10-13 01:51:03
Pengguna Google,Budek dah apk ny,4,2024-05-21 10:21:40
Pengguna Google,Nge lag trs ajg,3,2024-05-02 08:50:40
Pengguna Google,"berguna bangettt, karena Duolingo aku jadi lancar bahasa Inggris, thankyou Duolingo!",5,2025-04-06 08:05:57
Pengguna Google,itu sangat bagus,5,2024-03-31 02:05:02
Pengguna Google,bagus untuk pemula n anak,5,2024-12-01 14:19:00
Pengguna Google,bagus👍,5,2024-10-30 23:48:50
Pengguna Google,bermanfaat untuk mempelajari bahasa Inggris.,5,2024-09-21 03:25:28
Pengguna Google,i Love this app i can learning more Korean word,5,2025-03-13 12:54:02
Pengguna Google,Mantap,5,2024-04-07 22:09:53
Pengguna Google,i like learn English in this di app,5,2024-06-14 07:17:13
Pengguna Google,aplikasi terbaik,5,2024-02-27 02:38:17
Pengguna Google,ada iklannya hehe,3,2024-06-29 00:15:16
Pengguna Google,bagusss jadi lebih tau bhasa Inggris dn semacam ny saya sukaa,5,2024-12-27 00:06:39
Pengguna Google,"mantap,sangat cocok untuk belajar",5,2025-01-25 12:57:58
Pengguna Google,bagus,5,2024-10-19 10:08:58
Pengguna Google,aplikasi ini sangat bagus untuk belajar bahasa dan yang lain lain nya,5,2025-01-16 10:39:44
Pengguna Google,"good good good very good,,sukakkk",5,2024-10-27 05:29:29
Pengguna Google,verry good,5,2025-01-20 00:21:21
Pengguna Google,bagus,5,2025-02-07 00:41:51
Pengguna Google,aplikasi ini bagus bisa membantu pendidikan bahasa bahasa asing. di aplikasi ini banyak bahasa asing yang belum kamu ketahui jadi donwload sekarang..,5,2025-04-06 22:51:21
Pengguna Google,sangat bagus untuk belajar dan bermain,5,2024-04-25 21:55:37
Pengguna Google,sangat membantu,5,2024-08-17 07:40:37
Pengguna Google,"👉this application is really good🖒. The application is made very colorful and not boring, so it makes us always want to open the application, and this application is made like a game.💌 ""Use your cellphone as best as possible and use it for studying""👈",5,2024-07-14 00:35:07
Pengguna Google,"sangat membantu, saya menjadi lebih baik dalam berbicara b.inggris, spanyol, jepang",5,2025-02-02 03:53:27
