userName,content,score,at
Pengguna Google,"Aplikasi ini sangat membantu saya dalam mencari kost yang sesuai dengan kebutuhan saya. Sangat recommended, tampilannya sangat user friendly",5,2017-09-07 12:35:13
Pengguna Google,Aplikasi membantu cuma alamat dan telepon yg di hubungi  tidak dicantumkan,4,2018-03-26 18:17:13
Pengguna Google,Pemilik kos kurang update jd sudah hubungi,3,2018-12-31 23:44:00
Pengguna Google,sip,5,2019-08-28 01:05:10
Pengguna Google,"Baru install, malah under maintenance",5,2021-09-07 03:04:43
Pengguna Google,Aplikasi bagus banget.. recommend bgt buat kalian yg suka nyari kost²an terutama anak kampus... Intinya semuanya mantap,5,2020-01-25 14:13:04
Pengguna Google,Mantapppp,5,2019-11-30 15:59:24
Pengguna Google,Appnya mudah digunakan. Harganya lebih terjangkau. Dan ga usah capek² ke lokasi buat ngecek gmna keadaan kosannya,5,2020-01-25 12:23:36
Pengguna Google,"Sebagai pemilik kost saya merasa terbantu, makasih mami kost",5,2019-11-12 12:52:43
Pengguna Google,sangat membantu pemilik kos dlm mempromosikan kosnya,5,2019-07-18 09:38:14
Pengguna Google,Sangat bagus,5,2018-09-21 03:30:08
Pengguna Google,Josss,5,2021-01-28 09:23:07
Pengguna Google,bagus sekali aplikasinya.terutama buat kita kita anak kost karyawan atau mahasiswa.jadi gampanh cari informasinya..mantap,5,2022-06-02 22:24:15
Pengguna Google,mantab,5,2024-06-15 15:21:42
Pengguna Google,lumayan,4,2019-02-25 11:48:35
Pengguna Google,apa ny yg di update di buka suruh update yg di update ap nya..???bikin emosi,1,2020-02-27 17:36:49
Pengguna Google,Aplikasi yang memudahkan kita untuk mencari kos terdekat tanpa perlu repot repot keliling buat cari kos kosan,5,2023-02-03 08:02:16
Pengguna Google,"Bermanfaat sekali saya cari kost Eksludif di daerah Malang dan dapat sesuai dengan keinginan dan aplikasi jabarkan, bisa langsuh hub pemilik kos dan bsa nego harga jg hehe.. klo ga ada mamih kost bsa pusing deh nyari kost2 an di Malang.. Mau Kost2 an Ekslusif harian, bulanan dan tahunan bisa di HASANAH kost Syariah👍👍",5,2019-08-04 17:37:34
Pengguna Google,Mantap,5,2022-03-13 06:50:40
Pengguna Google,Membantu,5,2018-08-24 09:04:13
Pengguna Google,Overall sih udah oke banget. Goodjob mamikos 👏👏,5,2020-02-02 10:26:13
Pengguna Google,Aplikasi ini sangat rekomendasi bgt sangat membantu untuk kita yg mau cari kos kawin di instal nih aplikasi jos,5,2022-06-11 09:55:32
Pengguna Google,tolong ditambah fitur komentar dong untuk tempat kost biar tahu testimoni dari pengunjung yng disana,3,2025-01-05 03:10:03
Pengguna Google,Good,5,2018-05-03 08:44:45
Pengguna Google,Sudah ngga susah cari kost kayak cari jodoh wkwkwk,5,2019-10-17 07:05:32
Pengguna Google,Bagus,4,2018-10-20 15:07:38
Pengguna Google,Sangat membantu bagi pemilik dan pencari kost,4,2021-03-20 13:25:49
Pengguna Google,Dikaaih bintang aja dulu meski blm nemu kontrakanyah,5,2019-11-12 16:03:01
Pengguna Google,Aplikasi pencari kost terbaik..! Sangat membantu bagi para Mahasiswa atau karyawan yg mu cari kosan.. recomended..Thanks!,5,2017-10-27 15:26:28
Pengguna Google,Parah... buat upload foto ato komen loading dn selalu gagal...,1,2019-01-19 06:21:45
Pengguna Google,Sangat Membantu..!! tapi Kenapa Nomer Hp pemilik Kos Tidak Ditampilkan langsung..?? Sehingga bisa Dihubungi langsung lewat Aplikasi Mamikos Otomatis Terintegrasi Dengan Fitur Telepon Dihp.,3,2019-10-06 12:55:04
Pengguna Google,"Udah sinting kali ya, udah komunikasi dengan calon penyewa dibatasi dan sekarang paket gold plus 1 harganya malah makin mahal. Najis udah gak mau lagi pake aplikasi ini.",1,2023-10-12 09:27:32
Pengguna Google,"Coba cari cari kosan di mamikos, ternyata byk kos yg bagus dan recomen, untuk liat bangunan dan fasilitas gk perlu dtg lngsung krna bisa liat foto dan jg bisa byr online",5,2021-01-24 11:37:18
Pengguna Google,Lumayan,3,2021-09-04 17:13:15
Pengguna Google,Dicoba dulu,2,2024-06-11 07:58:55
Pengguna Google,Instal aja susah,3,2022-01-05 03:33:56
Pengguna Google,"Memudahkan sekali dalam mencari kosan, sangat recommended",5,2017-07-18 00:31:41
Pengguna Google,"Mahal"" info nya",1,2020-12-04 05:45:35
Pengguna Google,Sangat membantu dn memudahkan,5,2018-12-06 02:18:10
Pengguna Google,"sekarang mudah cari kos,, lengkap dehh",5,2016-03-14 04:45:23
Pengguna Google,Aasas,5,2021-02-23 14:44:17
Pengguna Google,"Terimakasih apliaksi mamikos yang sudah membantu usaha kos kos an keluarga saya, sekarang kost nya sudah terisi penuh, mantap mamikos",5,2023-02-03 08:09:13
Pengguna Google,CS nya lama merespon ! Dari kemarin kirim pesan sampai sekarang belum dibalas,1,2017-07-09 05:24:21
Pengguna Google,Bagus.  Sangat membantu sekali.  Mungkin harus perbaikan di tulisan harga per item agar tidak salah paham.,5,2018-04-02 15:22:58
Pengguna Google,Good,5,2018-08-27 11:46:07
Pengguna Google,Susah banget mau verifikasi ganti hp. Masukin otp gak muncul..sudah ikutin saran cs instal dulu tetap gak bisa. Dan gak bisa verifikasi manual katanya.,1,2025-01-24 01:14:04
Pengguna Google,susah ribet,1,2020-01-02 05:37:58
Pengguna Google,sangat memudahlan cari kos ditempat yg baru tanpa hrs jalan kaki..,5,2019-03-29 14:26:10
Pengguna Google,Aplikasi terbaik untuk mencari griya/kost disuatu wilayah,5,2020-02-01 15:57:59
Pengguna Google,Sangat membantu,5,2017-12-24 22:55:40
Pengguna Google,Semoga sukses MAMI KOST,5,2017-10-05 08:24:09
Pengguna Google,Bgs dn mudah,5,2020-06-12 19:46:43
Pengguna Google,Enak haha ga ribet tanya2 tangga dan temen pas myari kos simple ygy simpleee,5,2022-06-24 23:07:29
Pengguna Google,Aplikasi yg sangat bermanfaat.memudahkan kita mencari kos kosan yg sesuai dengan ke inginan kita,5,2022-06-10 04:46:40
Pengguna Google,"Tolong paket internet adminnya diisi sama paket internet yang gacuma bisa buat maen Twitter doang. Maen Twitter bisa, balas chat pelanggan di menu ""Chat CS"" gabisa. Payah.",1,2020-01-25 05:00:01
Pengguna Google,Selalu Maitenence,1,2017-12-20 14:00:57
Pengguna Google,Apknya bagus dan rekomend banget,5,2022-06-09 07:48:03
Pengguna Google,Suka sekali pakai mamikos ini krn usaha kos saya hampir selalu penuh...oh iya sekedar memberi masukan sekarang tulisan chatingannya kok jd semakin kecil2 mohon aja,5,2019-11-13 11:09:30
Pengguna Google,segini dulu ya. nanti ditambah dan diperluas sampe di daerah yg terpencil,4,2016-08-08 04:53:46
Pengguna Google,baik,4,2021-09-01 20:43:45
Pengguna Google,Moga sangat membantum,3,2017-07-06 01:21:39
Pengguna Google,Ungtung ada aplikasi ini...ngekost g usah capek nyari2,5,2018-07-17 09:10:31
Pengguna Google,nice,5,2019-01-29 22:39:40
Pengguna Google,"Dg program yg baru sy tdk bs followup klu ada penyewa yg menghub sy, krn tdk tercantum nomer hpnya.Smtr penyewa atau sy jarang menengok chat di dlm. Notifikasi chat jg terlambat masuk. Mustinya pemilik kost bs lihat no hp penyewa kost. Kt sdh byr promosi bgitu ada yg tanya di chat malah oleh admin diminta unt buka link kost2an yg lain. Krn alasan tsb sangat menurun drastis penjualan kost2an sy.Mohon solusi dong admin...",1,2019-12-02 00:12:31
Pengguna Google,"lumayan membantu, tapi kampus ga semuanya ada di pencarian terdekat.",4,2019-04-04 08:52:25
Pengguna Google,"Bagus, dan memudahkan pencarian tmpt tinggal yg cocok utk hunian yg sesuai 
dgn yg kita inginkan",5,2018-05-23 11:51:12
Pengguna Google,Good banget,5,2018-07-16 06:39:34
Pengguna Google,Cs nya fast respon. Suka,5,2017-08-04 05:10:47
Pengguna Google,Semoga mempermudah untuk mencari kost harian ataupun bulanan,5,2018-12-01 06:14:00
Pengguna Google,Good,3,2020-07-24 03:06:31
Pengguna Google,Daerah makassar ga ada.,1,2016-09-19 11:35:18
Pengguna Google,"aplikasix sedang status ""maintenance"" berapa lama yah itu ? soalx kalau lagi butub2 kaya gini",4,2019-03-19 04:44:10
Pengguna Google,Aplikasinya mudah digunakan untuk nyari kos2an disekitaran daerah yg dituju.. Memudahkan mahasiswa rantauan nyari kos2an.. mantap...,5,2022-06-12 06:06:38
Pengguna Google,"Menurut saya lumayan mmbantu akan tetapi mash ada yang kurang dikit seperti saat penampilan hasil pencarian kos kosan yang sudah penuh juga muncul jadi harus cek satu satu mana yang belum full kalau bisa sih yang sudah full gak usah di tampilin biar lebih mudah aksesnya,  Terimakasih,,,",4,2017-07-25 06:52:07
Pengguna Google,3 aja dulu belum ada dibali 🤔.,3,2016-12-18 14:53:33
Pengguna Google,Mantap,5,2020-03-20 14:41:21
Pengguna Google,"Bagi karyawan yang gajinya cuma UMR, jangan harap bisa kos di mamikos ini,, karna mahal-mahal semua. Apalagi, aturan kosnya terlalu banyak.",1,2022-08-10 20:04:55
Pengguna Google,"Banyak data yang tidak valid, status nya ada yang kosong tapi setelah ditelusuri sudah penuh...",3,2024-07-01 10:40:50
Pengguna Google,ok,5,2019-03-04 04:26:49
Pengguna Google,Bagus sngat mmbantu,5,2018-05-01 05:37:57
Pengguna Google,Aplikasi sangat bagus dan cepat untuk mendapatkn tmpt kos,5,2022-06-18 07:32:38
Pengguna Google,Kosan belum lengkap di daerah pusat bandung,3,2020-06-10 23:42:35
Pengguna Google,Ok,5,2021-02-07 21:42:16
Pengguna Google,"Rekomendasi aplikasi nya, banyak fitur-fitur pilihan yang lengkap, solusi buat teman-teman yang cari info kostan yang deket sama tempat kerja",5,2022-06-20 06:04:49
Pengguna Google,Good cpt bls ny,4,2017-11-20 03:51:31
Pengguna Google,Banyak yang udah lama ga update,1,2019-06-24 17:07:15
Pengguna Google,Tambahin filter sekamar sendiri/berdua.,5,2017-07-29 10:26:48
Pengguna Google,Komplit,5,2020-08-19 23:21:26
Pengguna Google,Terima kasih aplikasinya sangat bagus sangat berguna bagi saya sebagai mahasiswa untuk mencari kos kosan :),5,2020-02-17 15:07:39
Pengguna Google,"Sangat membantu, rekomendasi sekali.. Kebetulan mau liburan,",5,2018-10-15 15:14:24
Pengguna Google,Tolong kontrakan yang  dekat unsur di perluas lagi,3,2018-01-15 11:44:36
Pengguna Google,"Joss, cepat laku",5,2019-09-19 12:31:10
Pengguna Google,Pagi ini saya tidak bisa buka aplikasi mamikos selalu longout?,1,2025-01-07 01:05:09
Pengguna Google,Bagus mempermudah saya untuk mencati kosan,5,2024-06-22 12:02:31
Pengguna Google,"Kenapa foto yang di post rata2 kamar mandinya doang,kita ini cari kost bukan ponten umum :v",5,2022-08-26 13:07:25
Pengguna Google,"Sangat membantu untuk mencari tempat kos, mantap",5,2020-02-13 14:30:00
Pengguna Google,Nice,5,2018-10-22 11:31:46
Pengguna Google,sangat bagus dan membantu dalam mencari tempat tinggal untuk nge kost.,5,2023-04-26 14:31:41
Pengguna Google,kenapa sekarang gabisa kasi nomor pemilik ya.?biasanya langsung bisa ketika minta no pemilik kost.,3,2019-01-13 10:50:48
Pengguna Google,Sayang sekali sekarang chat room sangat dibatasi. Semoga bisa spt dulu lagi untuk chat room bisa digunakan tanpa dibatasi. Bagi para pencari kost harap maklum jika chat via chat room anda tidak dibalas oleh pemilik kost,5,2023-02-05 10:19:13
Pengguna Google,Istimewa,4,2016-11-10 00:04:03
Pengguna Google,"Sajikan info ketersidiaan kamar,harga,fasilitas dan lain lain yang uptodate",4,2018-06-27 02:35:52
Pengguna Google,"Baru download , langsung search kosan , trus dapet notif belum tersedian kosan terus , dan semua daerah sama.. Bagaimana ini ?",1,2016-11-20 06:52:52
Pengguna Google,"Sekarang pasang premium, tdk ngaruh, beda dengan dulu, pasang premium cuma ketik nama wilayah langsung muncul kost di list teratas, skrg mah boro2. Udah bayar 800rb kayak sia2 aja....",1,2020-07-20 05:05:58
Pengguna Google,Sungguh buruk sangat buruk,1,2022-05-25 08:35:00
Pengguna Google,Aplikasi ga jelas chat aja harus berbayar,1,2023-11-16 10:04:39
Pengguna Google,Ok,5,2021-02-12 00:42:48
Pengguna Google,Ok,5,2019-09-08 16:13:21
Pengguna Google,"Kok pilihan kost nya kalo scroll ke bawah malah balik lagi ke pilihan paling awal ya, padahal tadinya gak kaya gini",1,2021-06-10 14:21:52
Pengguna Google,Ini sebenernya apk buat jual kos atau nyari kos sii,2,2021-09-04 15:36:57
Pengguna Google,rubet,2,2019-07-25 12:44:56
